,0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950
D77_y,229.123,222.227,223.634,232.704,254.792,261.11,273.612,270.332,259.588,252.415,246.4,249.123,253.907,258.743,253.848,248.622,243.369,232.733,224.322,223.31
D78_x,36.588,36.5386,36.5386,36.5386,36.5386,36.5386,36.5386,37.434,39.1551,39.4194,40.1757,39.8108,39.9165,40.4092,37.4746,47.9169,49.8284,50.9201,51.2867,54.9122
D78_y,413.666,413.822,413.822,413.822,413.822,413.822,413.822,414.545,415.537,415.986,417.093,417.186,418.012,417.268,408.439,407.08,405.512,406.665,409.167,409.642
D79_x,129.187,130.045,127.599,123.787,124.933,126.259,125.711,128.0,126.786,127.465,125.309,125.535,127.889,129.909,126.696,125.655,139.813,143.114,142.002,140.114
D79_y,402.64,406.397,409.524,411.086,410.292,409.725,409.528,407.246,405.331,404.438,403.287,402.82,406.434,413.6,419.809,417.781,408.502,404.494,413.755,415.098
D80_x,33.7482,28.3258,22.4153,16.511,11.3549,16.8269,17.7849,19.5145,22.8324,23.4631,21.5378,19.2807,19.2807,19.2411,19.1775,19.1759,18.3681,13.8648,11.8828,11.9366
D80_y,187.142,182.064,186.068,188.223,192.719,190.802,190.777,189.277,191.735,192.077,192.496,192.288,192.288,192.354,192.459,192.461,192.499,195.808,195.821,196.428
D81_x,458.849,462.675,462.675,463.305,463.705,463.477,463.349,463.584,466.454,466.296,460.271,466.616,472.467,496.608,495.062,497.593,491.313,490.382,490.382,490.382
D81_y,259.045,256.786,256.786,255.578,255.04,250.377,250.05,249.854,244.233,237.447,226.662,222.35,237.72,229.208,254.477,192.929,188.912,190.204,190.204,190.204
D82_x,328.504,327.453,318.08,305.624,295.842,288.845,285.348,268.517,265.388,264.873,262.546,258.79,265.099,261.402,263.711,265.637,268.012,274.872,276.512,276.512
D82_y,401.185,418.011,423.587,431.33,425.771,430.186,439.23,444.983,446.199,442.645,440.603,437.259,428.205,424.693,422.847,422.829,423.097,420.05,419.401,419.401
D83_x,302.217,302.217,301.905,300.846,302.676,295.594,285.921,270.996,294.588,311.817,301.985,303.397,309.267,319.546,306.352,309.734,305.334,296.7,294.202,295.269
D83_y,452.529,452.529,455.666,467.242,483.108,489.741,499.189,486.552,482.797,503.301,486.597,484.293,496.092,496.23,479.814,474.039,470.808,463.413,465.469,464.186
D84_x,388.315,390.703,389.795,386.891,386.891,387.12,392.748,399.569,414.987,437.555,439.654,437.523,441.194,446.504,442.592,429.269,418.818,413.865,411.931,411.931
D84_y,221.679,225.625,225.594,225.495,225.495,225.937,220.59,219.214,210.324,203.231,194.213,179.939,181.25,168.922,153.041,150.349,159.963,160.995,160.538,160.538
D85_x,322.403,318.721,310.795,309.756,305.572,310.867,301.517,299.511,293.976,302.032,299.484,308.328,299.341,295.722,291.673,279.708,270.132,267.095,275.166,276.39
D85_y,441.754,445.954,453.217,461.109,469.008,478.568,486.422,461.064,465.96,475.764,469.132,468.265,470.946,480.136,486.517,479.756,490.095,494.148,490.676,489.944
D86_x,69.5582,69.3701,69.2744,67.8259,72.1758,72.907,75.2649,80.0016,81.812,82.9044,86.8157,88.6114,88.599,88.5871,88.4776,87.9641,87.8728,87.5248,86.2527,86.1624
D86_y,135.544,142.521,142.838,142.013,142.503,143.019,140.908,139.848,140.317,138.12,142.883,145.748,145.986,146.075,146.495,147.684,148.097,148.574,150.181,150.287
D87_x,200.433,200.272,200.248,202.358,203.226,203.026,201.057,200.375,199.515,199.514,199.514,198.923,200.368,199.845,199.801,198.28,199.954,199.999,200.81,200.896
D87_y,92.4694,92.5967,90.1734,86.4755,85.3555,85.4589,84.5195,84.0559,84.0729,84.0717,84.0715,84.796,84.4602,85.0199,85.1329,84.8796,85.3665,85.5191,85.2944,85.197
D88_x,251.31,251.198,251.157,251.346,268.646,278.803,289.073,291.63,291.828,289.042,287.946,289.727,288.935,288.673,288.691,288.691,288.691,288.691,289.042,290.069
D88_y,177.269,170.57,170.192,168.034,157.525,162.407,143.871,143.378,140.541,141.204,141.781,143.466,143.859,143.646,143.383,143.383,143.383,143.383,142.754,142.843
D89_x,288.527,289.46,286.186,269.322,268.271,270.889,257.747,229.596,224.287,227.34,241.252,226.943,216.744,198.914,197.097,193.44,201.306,202.976,206.589,210.278
D89_y,423.976,427.732,447.159,459.449,461.766,479.075,497.483,490.994,502.682,489.573,484.29,477.198,487.42,482.449,477.009,481.723,477.867,470.948,470.368,468.779
D90_x,323.315,321.701,318.233,315.196,313.998,312.929,323.53,316.468,293.934,284.812,281.145,286.296,289.003,292.464,296.737,298.671,301.491,302.647,299.462,293.296
D90_y,274.854,269.97,270.563,266.268,266.767,249.202,248.576,254.475,248.933,241.256,235.208,225.074,223.712,220.927,209.437,203.758,191.092,188.322,186.083,182.198
D91_x,218.014,213.527,215.75,212.931,211.274,215.15,210.7,215.88,203.865,191.305,198.617,193.941,196.67,192.751,193.785,193.08,198.079,205.729,209.23,205.706
D91_y,345.818,337.418,338.785,335.266,334.357,329.279,341.916,347.081,346.635,354.96,360.473,364.307,370.572,374.32,377.86,385.49,388.017,386.459,381.457,381.048
D92_x,318.183,318.183,318.183,318.183,321.931,329.868,332.343,352.892,364.494,362.8,360.852,345.025,341.05,337.832,335.292,333.442,333.442,333.442,333.202,333.202
D92_y,164.101,164.101,164.101,164.101,165.21,165.14,168.71,185.875,180.42,192.022,162.949,163.008,171.176,172.365,173.844,173.044,173.044,173.044,173.093,173.093
D93_x,36.4775,35.9754,35.9754,35.9754,35.9754,35.9296,35.8123,35.375,35.375,35.375,35.375,35.375,31.2885,25.0745,21.7085,22.6012,23.6376,31.7808,26.776,32.316
D93_y,428.407,428.544,428.544,428.544,428.544,428.556,428.585,428.648,428.648,428.648,428.648,428.648,432.389,436.542,438.859,439.913,439.008,436.758,432.853,441.653
D94_x,42.7113,42.552,42.552,42.552,42.5521,42.4577,42.4577,41.9166,39.2563,43.9784,45.9623,45.1907,39.7589,35.5593,34.4091,35.4057,34.4916,33.5609,25.7765,30.4008
D94_y,355.378,355.789,355.789,355.789,355.789,355.788,355.788,355.856,370.304,376.985,382.661,383.444,394.808,395.361,393.239,397.373,398.907,402.503,409.807,418.141
D95_x,100.526,96.6053,97.064,97.3677,97.3242,96.0985,94.1375,91.6938,88.9138,85.8876,83.0239,79.4883,76.9636,73.7796,72.6515,72.23,71.5671,65.9441,64.1608,61.2376
D95_y,230.529,241.885,243.664,247.606,252.588,257.427,262.023,266.383,270.538,274.518,275.794,277.353,277.373,274.921,274.665,274.51,271.435,269.157,268.43,265.255
D96_x,361.932,361.932,361.932,361.932,361.932,361.932,361.475,377.048,385.131,417.803,429.883,435.46,440.556,416.891,409.716,398.302,400.062,400.062,400.217,400.217
D96_y,207.297,207.297,207.297,207.297,207.297,207.297,207.445,210.926,195.564,196.633,212.644,200.207,197.611,191.799,192.636,193.177,194.283,194.283,194.291,194.291
D97_x,479.828,484.949,484.949,484.949,484.97,485.198,485.318,485.367,485.534,487.204,487.204,487.204,494.026,493.388,484.116,482.7,482.603,481.896,482.62,482.757
D97_y,110.692,105.394,105.394,105.394,105.375,105.161,105.043,104.993,104.816,102.627,102.627,102.627,96.738,91.7534,89.1746,79.4688,82.7587,79.5427,79.2606,79.7613
D98_x,78.1414,79.5172,79.4922,79.5465,78.6703,78.6537,78.4592,77.6112,77.4346,76.074,75.8171,75.7485,75.6075,72.0217,70.8048,70.8709,70.5806,72.9089,73.2668,61.7282
D98_y,460.773,461.614,461.647,461.791,462.94,462.973,463.032,464.044,464.223,465.524,465.967,466.129,466.767,466.876,468.559,468.916,469.443,470.294,469.649,469.827
D99_x,16.4885,17.0754,17.371,14.3996,28.1613,27.2753,25.3239,18.3228,14.9558,22.0602,23.0723,23.1678,22.9536,22.8882,22.8749,22.8735,22.8688,22.4556,22.0163,21.7579
D99_y,176.217,176.558,176.783,168.175,166.135,163.9,160.181,160.462,164.776,173.105,173.91,173.955,174.369,174.475,174.489,174.489,174.488,174.693,174.762,174.816
D100_x,418.567,425.44,434.766,435.352,442.459,447.058,446.998,441.349,440.479,440.548,443.939,449.14,452.568,445.067,439.143,440.904,446.293,453.321,445.349,448.753
D100_y,416.27,420.282,423.547,432.074,432.2,432.966,436.816,432.982,437.014,442.484,441.777,441.812,428.297,421.874,416.807,424.56,428.512,440.988,439.473,441.467
D101_x,312.422,307.098,303.404,293.924,285.86,283.611,283.739,282.608,279.898,304.331,297.657,282.166,297.036,320.328,318.181,323.41,314.733,317.969,322.807,329.624
D101_y,442.291,448.343,454.284,477.687,478.197,478.419,471.36,470.911,478.072,486.486,486.453,488.214,497.991,490.15,490.564,486.321,478.835,472.249,470.823,469.835
D102_x,447.104,454.711,459.234,458.019,458.646,462.84,465.082,474.429,476.25,482.499,486.212,484.479,474.51,480.714,473.766,443.131,430.697,418.966,424.37,428.135
D102_y,376.393,376.971,381.307,385.085,394.589,392.376,389.929,393.164,397.857,393.803,391.202,389.252,378.412,382.493,372.926,376.037,346.522,335.576,325.04,319.329
D103_x,122.664,120.688,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.681,120.68,120.68
D103_y,43.5307,40.1126,40.085,40.0836,40.0835,40.0835,40.0835,40.0834,40.0834,40.0834,40.0834,40.0834,40.0834,40.0834,40.0834,40.0834,40.0834,40.0834,40.0807,40.0778
D104_x,293.657,294.817,296.255,300.617,304.049,311.509,295.722,308.974,290.847,278.42,276.954,279.738,274.011,278.188,279.755,285.748,292.97,293.993,289.399,297.854
D104_y,246.134,244.233,243.842,242.243,241.265,242.995,246.29,246.494,254.045,241.697,247.818,251.121,242.292,242.395,237.203,228.571,224.563,217.977,222.305,218.85
D105_x,156.833,154.402,150.33,145.897,141.42,139.023,141.95,143.883,145.807,148.674,149.143,149.906,147.396,132.377,130.986,138.329,146.895,152.503,152.596,144.456
D105_y,378.308,374.1,371.214,368.904,366.609,366.789,374.34,377.828,377.639,390.238,391.628,392.852,383.49,394.11,388.211,396.37,408.105,403.266,414.896,411.542
D106_x,390.78,389.578,386.793,384.307,382.058,383.277,391.06,397.129,399.344,401.61,398.257,397.0,388.885,381.081,388.537,374.843,370.289,375.691,370.26,362.68
D106_y,284.754,278.563,279.914,280.659,271.825,270.742,271.68,279.788,285.571,292.169,313.692,324.803,326.793,337.21,323.842,327.135,310.345,293.991,279.152,279.311
D107_x,82.8451,74.6485,71.9747,70.8868,70.4867,70.195,70.0091,66.035,59.01,55.8871,56.6371,54.6354,57.0494,57.6062,63.6985,67.7698,72.0637,64.0274,59.8484,69.266
D107_y,405.471,405.436,403.039,403.255,403.324,403.391,403.441,402.397,403.497,402.636,404.352,408.72,413.092,415.003,416.163,416.791,416.093,425.951,420.769,418.796
D108_x,250.148,252.226,253.541,268.396,272.189,262.743,280.202,282.171,294.117,302.262,302.329,313.343,315.34,317.029,317.012,323.537,320.634,322.229,335.496,339.992
D108_y,214.256,209.43,209.757,208.403,205.699,211.74,229.108,256.951,276.935,290.995,266.716,251.203,247.873,246.442,243.87,240.069,236.063,236.856,233.425,233.021
D109_x,281.727,285.303,277.209,274.048,262.157,267.296,268.002,255.958,244.884,225.927,216.923,206.458,197.189,198.521,192.207,181.398,186.249,189.019,191.414,191.904
D109_y,407.669,413.546,424.102,441.618,453.271,451.355,461.672,474.711,482.225,480.063,493.581,497.559,495.594,502.072,502.308,485.303,477.118,472.442,470.803,470.844
D110_x,326.486,326.486,326.486,326.486,326.486,326.486,326.486,326.486,326.353,324.999,322.759,322.801,322.973,322.975,322.976,323.319,322.803,322.679,323.126,323.739
D110_y,48.2256,48.2256,48.2256,48.2256,48.2256,48.2256,48.2256,48.2256,47.8653,46.8939,45.1636,44.2915,44.0328,44.0332,44.0322,40.7134,39.7942,38.9955,38.31,37.9069
D111_x,318.95,314.589,310.928,307.603,304.994,306.809,318.444,322.793,325.964,324.46,319.774,307.535,308.497,307.83,316.421,310.483,306.307,301.461,304.875,305.943
D111_y,319.367,316.038,312.639,308.905,305.54,301.439,304.74,300.468,302.118,279.613,261.723,271.569,273.806,265.107,261.274,261.761,257.776,252.815,249.967,252.507
D112_x,269.558,269.92,269.92,269.92,269.92,269.921,269.478,265.19,264.045,263.999,263.298,263.25,263.25,264.789,264.798,264.799,264.898,264.901,265.729,265.298
D112_y,64.821,67.247,67.247,67.247,67.247,67.2547,67.3273,63.9321,62.0792,61.9757,59.767,59.4089,59.4089,59.6417,59.6431,59.6432,59.7222,59.7233,58.8224,58.6108
D113_x,49.8822,48.0183,48.0197,49.3677,52.1746,54.2546,57.1031,63.1415,64.0216,65.2099,64.98,65.2434,65.3333,65.3504,65.3705,65.4104,65.4522,65.4728,65.4005,65.0832
D113_y,108.351,108.901,108.901,112.064,111.291,110.889,110.961,109.485,109.951,110.776,117.596,118.316,118.607,118.676,118.743,118.866,118.975,119.023,119.117,119.329
D114_x,84.7502,83.7117,83.25,82.3496,80.631,78.492,67.7712,72.3407,64.9284,67.3779,74.1517,74.0927,70.1883,62.5514,52.9219,53.046,54.65,52.3558,59.8589,63.809
D114_y,271.599,282.561,287.537,292.454,298.42,305.884,303.46,302.204,304.274,303.188,295.691,296.38,297.051,301.617,311.119,312.751,317.444,319.062,315.269,319.156
D115_x,387.446,393.533,402.106,409.121,404.548,403.053,405.529,409.643,415.4,425.137,426.589,432.583,433.593,434.641,431.517,409.861,395.797,398.614,397.954,397.255
D115_y,367.215,361.588,354.055,349.389,353.881,351.135,350.439,349.514,349.038,343.513,338.898,351.082,350.297,355.136,372.101,369.165,373.626,365.63,355.283,346.566
D116_x,86.4208,76.1627,71.6393,66.8402,61.9384,56.989,52.0152,48.2428,47.502,55.732,57.5372,56.372,56.6499,58.7455,58.8702,58.9452,58.9989,60.8467,61.1629,61.1629
D116_y,232.581,231.223,229.115,227.721,226.74,226.033,225.524,226.891,224.488,220.929,222.42,222.031,221.941,220.851,220.794,220.76,220.736,220.185,220.484,220.484
D117_x,204.877,203.65,207.892,239.242,245.544,261.608,247.628,256.116,254.864,257.609,257.093,263.446,271.405,277.142,278.283,268.581,271.523,274.688,272.09,276.025
D117_y,208.757,204.632,203.067,230.775,231.096,233.701,233.4,242.918,246.477,236.902,235.843,246.355,248.11,248.605,247.272,238.776,237.354,238.831,236.998,229.362
D118_x,165.898,161.531,160.267,150.229,149.089,144.442,145.778,145.153,136.526,150.227,147.301,147.605,137.063,134.972,133.585,135.373,131.89,126.406,126.53,124.664
D118_y,319.574,323.375,324.186,336.841,347.859,348.552,347.366,349.623,346.811,364.908,360.54,356.192,348.068,345.287,347.459,355.17,359.148,361.536,369.151,377.003
D119_x,319.355,313.295,307.632,302.73,300.362,297.975,292.992,305.831,313.274,312.758,333.035,330.308,322.716,326.3,329.087,330.195,325.632,325.792,328.226,328.857
D119_y,322.559,330.27,330.998,330.083,322.949,321.675,320.249,325.538,314.252,311.113,314.382,307.469,296.895,286.756,278.485,272.555,278.422,279.044,278.786,277.54
D120_x,228.39,228.496,229.635,228.582,250.711,246.597,242.803,235.531,232.345,233.021,229.927,241.102,246.461,239.218,234.784,229.789,229.82,226.393,241.583,246.993
D120_y,187.894,188.022,203.886,217.826,229.182,224.172,239.878,227.423,226.494,231.647,237.566,241.309,238.673,232.954,237.39,245.686,239.609,243.621,245.706,252.372
D121_x,163.622,163.974,164.272,161.781,161.781,161.781,161.781,161.781,161.781,161.781,161.781,161.781,161.781,161.781,161.781,161.781,161.781,161.781,161.781,162.009
D121_y,77.2537,77.6746,78.0603,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.2002,74.0573
D122_x,4.19268,6.31129,4.73246,4.67507,3.51913,3.45354,3.46013,3.46013,3.46013,3.46013,3.46014,3.46014,3.46014,3.46014,3.46014,3.46014,3.46014,3.46014,3.46015,3.46016
D122_y,72.1042,85.2182,85.7398,85.7472,86.6537,93.947,94.0875,94.0875,94.0875,94.0875,94.0875,94.0875,94.0875,94.0875,94.0875,94.0875,94.0875,94.0875,94.0875,94.0875
D123_x,177.218,175.989,177.314,177.689,176.197,172.511,167.857,160.095,147.336,140.648,137.324,136.031,132.765,134.357,132.231,133.327,133.283,134.499,137.135,139.738
D123_y,459.9,458.078,459.877,459.101,462.581,459.748,458.903,466.191,458.987,461.723,468.524,470.909,472.316,469.024,478.395,487.919,490.973,490.729,491.544,490.851
D124_x,253.498,254.832,264.059,250.322,245.589,249.935,257.449,238.751,228.692,212.372,202.48,207.514,203.898,198.105,203.947,201.75,194.53,188.253,191.119,195.83
D124_y,395.35,401.096,403.878,406.948,419.082,427.438,436.282,445.2,451.348,453.792,449.456,455.007,458.86,450.514,463.113,462.723,462.134,459.619,458.378,458.779
D125_x,301.624,296.408,291.483,286.856,291.242,296.475,286.661,293.231,273.722,255.527,247.434,246.125,242.143,240.338,240.088,240.472,242.065,241.861,238.079,233.398
D125_y,322.54,322.907,322.099,320.564,308.567,307.168,318.075,327.79,332.913,333.915,332.259,331.347,323.915,321.614,316.661,312.619,310.433,308.538,310.554,312.365
D126_x,384.66,392.363,397.669,398.341,400.826,403.624,399.662,399.742,401.698,392.738,391.989,395.021,396.949,395.191,385.604,386.655,389.294,407.286,398.026,393.533
D126_y,342.243,330.283,320.712,318.503,317.79,320.37,327.445,323.448,320.711,330.071,331.04,332.093,337.489,344.3,351.323,345.007,324.017,314.504,304.066,294.006
D127_x,480.612,480.134,480.129,480.129,480.129,480.129,480.129,480.129,482.987,486.034,488.665,492.584,494.495,490.615,492.108,496.23,492.395,486.59,486.581,486.581
D127_y,175.76,167.775,167.779,167.779,167.779,167.779,167.779,167.779,169.752,174.8,166.349,160.082,157.991,151.004,146.504,122.952,114.934,119.443,119.48,119.48
D128_x,403.919,410.248,410.248,410.248,410.248,410.248,410.208,411.872,417.765,424.762,419.935,416.182,406.885,405.541,389.388,379.551,378.258,374.639,368.877,368.877
D128_y,163.609,156.748,156.748,156.748,156.748,156.748,156.712,156.132,146.476,144.819,128.618,126.017,124.636,125.632,131.333,141.5,138.746,133.192,132.53,132.53
D129_x,48.7135,39.8655,39.8655,39.6614,35.7113,30.1198,27.934,32.7564,29.1112,28.4254,27.5278,27.5154,27.4957,27.4957,27.4957,27.4957,27.4957,27.4957,27.4957,27.4957
D129_y,105.823,96.2605,96.2605,96.1754,95.9759,94.9136,91.6893,90.0782,88.4119,88.3712,88.0032,87.9712,87.9204,87.9204,87.9204,87.9204,87.9204,87.9204,87.9204,87.9204
D130_x,447.614,449.304,452.345,458.139,462.848,461.238,474.061,468.681,464.724,464.741,468.198,468.251,459.242,470.548,464.498,460.024,454.82,457.439,486.259,486.419
D130_y,487.706,490.495,491.362,495.213,502.852,489.409,479.567,481.281,484.772,488.215,494.412,494.445,491.706,482.665,461.318,461.989,465.254,472.803,478.109,467.85
D131_x,155.561,173.657,172.556,160.642,160.42,166.057,173.525,180.713,185.943,189.887,192.213,192.702,198.934,204.647,206.812,211.381,213.514,218.859,223.991,226.184
D131_y,185.085,203.267,226.768,244.734,240.713,236.314,229.289,226.668,223.862,218.542,214.154,218.901,216.797,217.757,218.35,216.775,213.588,205.595,204.457,200.27
D132_x,434.841,443.991,453.261,457.933,462.429,463.356,467.142,469.151,469.189,470.272,461.86,453.066,463.584,463.002,461.774,462.323,463.771,481.889,491.773,484.054
D132_y,369.246,363.103,359.593,352.623,351.965,358.675,355.162,349.664,349.248,348.194,345.013,352.401,362.591,373.324,401.52,399.626,405.28,416.536,394.575,407.034
D133_x,391.608,390.685,392.387,395.981,395.181,388.836,392.013,405.526,412.807,412.646,420.865,423.947,426.282,430.303,423.453,406.725,372.206,360.502,355.531,355.531
D133_y,443.656,452.972,462.656,471.94,480.131,483.716,498.867,497.138,494.393,498.141,493.375,493.007,486.933,493.233,491.435,498.767,496.408,488.48,487.822,487.822
D134_x,476.11,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294,476.294
D134_y,9.31327,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786,9.98786
D135_x,72.0165,76.2957,76.3259,76.5672,78.5948,79.2649,81.8838,83.255,89.4042,90.5009,86.371,80.2799,81.5587,85.1297,79.4019,84.1968,80.0522,81.2441,77.6128,78.5939
D135_y,333.829,334.095,336.723,336.108,337.857,337.223,338.495,342.286,353.194,354.344,355.703,351.581,351.182,351.832,363.221,363.781,360.069,355.754,368.008,358.259
D136_x,377.749,378.365,376.543,375.02,376.954,376.954,376.891,383.619,404.254,414.311,436.292,449.485,446.231,445.131,459.529,470.281,466.253,466.456,466.456,466.456
D136_y,261.865,261.566,257.632,254.464,253.327,253.327,253.71,235.831,222.52,227.803,212.207,211.728,205.871,187.689,180.845,171.685,165.367,165.376,165.376,165.376
